study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_bytes	fastq_ftp
PRJNA396019	SAMN07544720	SRS2452918	SRX3117974	SRR5959969	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell48	PAIRED	9000979;13695881	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5959969/SRR5959969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5959969/SRR5959969_2.fastq.gz
PRJNA396019	SAMN07544688	SRS2452917	SRX3117973	SRR5959970	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell16	PAIRED	7345857;10213705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5959970/SRR5959970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5959970/SRR5959970_2.fastq.gz
PRJNA396019	SAMN07544722	SRS2452913	SRX3117972	SRR5959971	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell50	PAIRED	7697101;10065985	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5959971/SRR5959971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5959971/SRR5959971_2.fastq.gz
PRJNA396019	SAMN07544723	SRS2452914	SRX3117971	SRR5959972	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell51	PAIRED	10716364;15136283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5959972/SRR5959972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5959972/SRR5959972_2.fastq.gz
PRJNA396019	SAMN07544724	SRS2452915	SRX3117970	SRR5959973	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell52	PAIRED	6755651;9704347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5959973/SRR5959973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5959973/SRR5959973_2.fastq.gz
PRJNA396019	SAMN07544725	SRS2452910	SRX3117969	SRR5959974	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell53	PAIRED	11740650;14977004	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5959974/SRR5959974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5959974/SRR5959974_2.fastq.gz
PRJNA396019	SAMN07544726	SRS2452912	SRX3117968	SRR5959975	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell54	PAIRED	14281437;18948442	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5959975/SRR5959975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5959975/SRR5959975_2.fastq.gz
PRJNA396019	SAMN07544682	SRS2452911	SRX3117967	SRR5959976	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell10	PAIRED	12602954;17120911	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5959976/SRR5959976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5959976/SRR5959976_2.fastq.gz
PRJNA396019	SAMN07544681	SRS2452909	SRX3117966	SRR5959977	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell9	PAIRED	15794013;23801266	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5959977/SRR5959977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5959977/SRR5959977_2.fastq.gz
PRJNA396019	SAMN07544680	SRS2452908	SRX3117965	SRR5959978	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell8	PAIRED	24145683;35516871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5959978/SRR5959978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5959978/SRR5959978_2.fastq.gz
PRJNA396019	SAMN07544679	SRS2452907	SRX3117964	SRR5959979	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell7	PAIRED	16376695;23914776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5959979/SRR5959979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5959979/SRR5959979_2.fastq.gz
PRJNA396019	SAMN07544686	SRS2452906	SRX3117963	SRR5959980	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell14	PAIRED	11404139;17417449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5959980/SRR5959980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5959980/SRR5959980_2.fastq.gz
PRJNA396019	SAMN07544685	SRS2452905	SRX3117962	SRR5959981	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell13	PAIRED	16608908;24151141	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5959981/SRR5959981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5959981/SRR5959981_2.fastq.gz
PRJNA396019	SAMN07544684	SRS2452904	SRX3117961	SRR5959982	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell12	PAIRED	16931180;24638387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5959982/SRR5959982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5959982/SRR5959982_2.fastq.gz
PRJNA396019	SAMN07544683	SRS2452903	SRX3117960	SRR5959983	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell11	PAIRED	22651271;33768905	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5959983/SRR5959983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5959983/SRR5959983_2.fastq.gz
PRJNA396019	SAMN07544877	SRS2452902	SRX3117959	SRR5959984	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell205	PAIRED	40971552;60936348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5959984/SRR5959984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5959984/SRR5959984_2.fastq.gz
PRJNA396019	SAMN07544878	SRS2452901	SRX3117958	SRR5959985	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell206	PAIRED	35005177;53102455	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5959985/SRR5959985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5959985/SRR5959985_2.fastq.gz
PRJNA396019	SAMN07544873	SRS2452900	SRX3117957	SRR5959986	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell201	PAIRED	59282626;91226867	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5959986/SRR5959986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5959986/SRR5959986_2.fastq.gz
PRJNA396019	SAMN07544874	SRS2452899	SRX3117956	SRR5959987	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell202	PAIRED	46758111;70990188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5959987/SRR5959987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5959987/SRR5959987_2.fastq.gz
PRJNA396019	SAMN07544875	SRS2452898	SRX3117955	SRR5959988	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell203	PAIRED	40236116;60668008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5959988/SRR5959988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5959988/SRR5959988_2.fastq.gz
PRJNA396019	SAMN07544876	SRS2452897	SRX3117954	SRR5959989	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell204	PAIRED	31567620;48123868	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5959989/SRR5959989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5959989/SRR5959989_2.fastq.gz
PRJNA396019	SAMN07544869	SRS2452896	SRX3117953	SRR5959990	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell197	PAIRED	22623534;34733183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5959990/SRR5959990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5959990/SRR5959990_2.fastq.gz
PRJNA396019	SAMN07544870	SRS2452895	SRX3117952	SRR5959991	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell198	PAIRED	56936062;86242539	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5959991/SRR5959991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5959991/SRR5959991_2.fastq.gz
PRJNA396019	SAMN07544871	SRS2452894	SRX3117951	SRR5959992	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell199	PAIRED	17611532;26995859	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5959992/SRR5959992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5959992/SRR5959992_2.fastq.gz
PRJNA396019	SAMN07544872	SRS2452893	SRX3117950	SRR5959993	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell200	PAIRED	63816241;97391421	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5959993/SRR5959993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5959993/SRR5959993_2.fastq.gz
PRJNA396019	SAMN07544467	SRS2452892	SRX3117949	SRR5959994	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell49	PAIRED	159457941;191739115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5959994/SRR5959994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5959994/SRR5959994_2.fastq.gz
PRJNA396019	SAMN07544468	SRS2452891	SRX3117948	SRR5959995	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell50	PAIRED	216392865;258761325	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5959995/SRR5959995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5959995/SRR5959995_2.fastq.gz
PRJNA396019	SAMN07544459	SRS2452890	SRX3117947	SRR5959996	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell41	PAIRED	105118670;123966335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5959996/SRR5959996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5959996/SRR5959996_2.fastq.gz
PRJNA396019	SAMN07544460	SRS2452888	SRX3117946	SRR5959997	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell42	PAIRED	31030468;36595799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5959997/SRR5959997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5959997/SRR5959997_2.fastq.gz
PRJNA396019	SAMN07544461	SRS2452889	SRX3117945	SRR5959998	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell43	PAIRED	42528296;49757608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5959998/SRR5959998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5959998/SRR5959998_2.fastq.gz
PRJNA396019	SAMN07544462	SRS2452887	SRX3117944	SRR5959999	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell44	PAIRED	36068736;43008618	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5959999/SRR5959999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5959999/SRR5959999_2.fastq.gz
PRJNA396019	SAMN07544463	SRS2452886	SRX3117943	SRR5960000	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell45	PAIRED	21050279;25049715	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5960000/SRR5960000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5960000/SRR5960000_2.fastq.gz
PRJNA396019	SAMN07544464	SRS2452884	SRX3117942	SRR5960001	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell46	PAIRED	221044194;262880335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5960001/SRR5960001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5960001/SRR5960001_2.fastq.gz
PRJNA396019	SAMN07544465	SRS2452885	SRX3117941	SRR5960002	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell47	PAIRED	48373625;57797054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5960002/SRR5960002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5960002/SRR5960002_2.fastq.gz
PRJNA396019	SAMN07544466	SRS2452883	SRX3117940	SRR5960003	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell48	PAIRED	80442478;95808686	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5960003/SRR5960003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5960003/SRR5960003_2.fastq.gz
PRJNA396019	SAMN07544592	SRS2452882	SRX3117939	SRR5960004	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell174	PAIRED	4020761;4648138	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5960004/SRR5960004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5960004/SRR5960004_2.fastq.gz
PRJNA396019	SAMN07544591	SRS2452881	SRX3117938	SRR5960005	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell173	PAIRED	382634684;440889200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5960005/SRR5960005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5960005/SRR5960005_2.fastq.gz
PRJNA396019	SAMN07544590	SRS2452878	SRX3117937	SRR5960006	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell172	PAIRED	204606347;238789553	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5960006/SRR5960006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5960006/SRR5960006_2.fastq.gz
PRJNA396019	SAMN07544589	SRS2452880	SRX3117936	SRR5960007	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell171	PAIRED	278378830;324242911	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5960007/SRR5960007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5960007/SRR5960007_2.fastq.gz
PRJNA396019	SAMN07544596	SRS2452879	SRX3117935	SRR5960008	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell178	PAIRED	151469131;174054032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5960008/SRR5960008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5960008/SRR5960008_2.fastq.gz
PRJNA396019	SAMN07544595	SRS2452875	SRX3117934	SRR5960009	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell177	PAIRED	73776044;85548072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5960009/SRR5960009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5960009/SRR5960009_2.fastq.gz
PRJNA396019	SAMN07544594	SRS2452876	SRX3117933	SRR5960010	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell176	PAIRED	53160197;61406886	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5960010/SRR5960010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5960010/SRR5960010_2.fastq.gz
PRJNA396019	SAMN07544593	SRS2452877	SRX3117932	SRR5960011	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell175	PAIRED	199635422;236445094	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5960011/SRR5960011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5960011/SRR5960011_2.fastq.gz
PRJNA396019	SAMN07544598	SRS2452874	SRX3117931	SRR5960012	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell180	PAIRED	125809486;142219499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5960012/SRR5960012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5960012/SRR5960012_2.fastq.gz
PRJNA396019	SAMN07544597	SRS2452873	SRX3117930	SRR5960013	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell179	PAIRED	76283007;89135973	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5960013/SRR5960013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5960013/SRR5960013_2.fastq.gz
PRJNA396019	SAMN07544518	SRS2452872	SRX3117929	SRR5960014	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell100	PAIRED	19209680;22703565	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5960014/SRR5960014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5960014/SRR5960014_2.fastq.gz
PRJNA396019	SAMN07544517	SRS2452870	SRX3117928	SRR5960015	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell99	PAIRED	168071094;199508637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5960015/SRR5960015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5960015/SRR5960015_2.fastq.gz
PRJNA396019	SAMN07544512	SRS2452869	SRX3117927	SRR5960016	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell94	PAIRED	91355085;105829654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5960016/SRR5960016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5960016/SRR5960016_2.fastq.gz
PRJNA396019	SAMN07544511	SRS2452871	SRX3117926	SRR5960017	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell93	PAIRED	35989616;43701539	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5960017/SRR5960017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5960017/SRR5960017_2.fastq.gz
PRJNA396019	SAMN07544514	SRS2452868	SRX3117925	SRR5960018	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell96	PAIRED	58232867;68949358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5960018/SRR5960018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5960018/SRR5960018_2.fastq.gz
PRJNA396019	SAMN07544510	SRS2452867	SRX3117924	SRR5960019	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell92	PAIRED	29108683;33968348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5960019/SRR5960019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5960019/SRR5960019_2.fastq.gz
PRJNA396019	SAMN07544509	SRS2452865	SRX3117923	SRR5960020	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell91	PAIRED	137760152;163894494	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5960020/SRR5960020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5960020/SRR5960020_2.fastq.gz
PRJNA396019	SAMN07544516	SRS2452866	SRX3117922	SRR5960021	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell98	PAIRED	82001488;96243515	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5960021/SRR5960021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5960021/SRR5960021_2.fastq.gz
PRJNA396019	SAMN07544515	SRS2452864	SRX3117921	SRR5960022	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell97	PAIRED	115841389;134101773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5960022/SRR5960022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5960022/SRR5960022_2.fastq.gz
PRJNA396019	SAMN07544648	SRS2452863	SRX3117920	SRR5960023	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell230	PAIRED	44488136;52095132	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5960023/SRR5960023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5960023/SRR5960023_2.fastq.gz
PRJNA396019	SAMN07544647	SRS2452861	SRX3117919	SRR5960024	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell229	PAIRED	42164007;49512750	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5960024/SRR5960024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5960024/SRR5960024_2.fastq.gz
PRJNA396019	SAMN07544646	SRS2452862	SRX3117918	SRR5960025	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell228	PAIRED	121786882;143237414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5960025/SRR5960025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5960025/SRR5960025_2.fastq.gz
PRJNA396019	SAMN07544645	SRS2452860	SRX3117917	SRR5960026	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell227	PAIRED	39401400;45454854	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5960026/SRR5960026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5960026/SRR5960026_2.fastq.gz
PRJNA396019	SAMN07544644	SRS2452859	SRX3117916	SRR5960027	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell226	PAIRED	105559587;125737868	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5960027/SRR5960027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5960027/SRR5960027_2.fastq.gz
PRJNA396019	SAMN07544643	SRS2452857	SRX3117915	SRR5960028	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell225	PAIRED	152170031;180305701	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5960028/SRR5960028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5960028/SRR5960028_2.fastq.gz
PRJNA396019	SAMN07544642	SRS2452858	SRX3117914	SRR5960029	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell224	PAIRED	46262791;55417773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5960029/SRR5960029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5960029/SRR5960029_2.fastq.gz
PRJNA396019	SAMN07544641	SRS2452856	SRX3117913	SRR5960030	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell223	PAIRED	108883928;123278873	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5960030/SRR5960030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5960030/SRR5960030_2.fastq.gz
PRJNA396019	SAMN07544640	SRS2452855	SRX3117912	SRR5960031	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell222	PAIRED	257601071;299376469	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5960031/SRR5960031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5960031/SRR5960031_2.fastq.gz
PRJNA396019	SAMN07544639	SRS2452853	SRX3117911	SRR5960032	9606	Homo sapiens	Illumina HiSeq 4000	KTN1260cell221	PAIRED	97432604;113629119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5960032/SRR5960032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5960032/SRR5960032_2.fastq.gz
PRJNA396019	SAMN07544829	SRS2452854	SRX3117910	SRR5960033	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell157	PAIRED	20506224;31214501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5960033/SRR5960033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5960033/SRR5960033_2.fastq.gz
PRJNA396019	SAMN07544830	SRS2452852	SRX3117909	SRR5960034	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell158	PAIRED	23991696;37173324	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5960034/SRR5960034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5960034/SRR5960034_2.fastq.gz
PRJNA396019	SAMN07544831	SRS2452851	SRX3117908	SRR5960035	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell159	PAIRED	19806846;29595092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5960035/SRR5960035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5960035/SRR5960035_2.fastq.gz
PRJNA396019	SAMN07544832	SRS2452849	SRX3117907	SRR5960036	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell160	PAIRED	18019860;26715008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5960036/SRR5960036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5960036/SRR5960036_2.fastq.gz
PRJNA396019	SAMN07544833	SRS2452848	SRX3117906	SRR5960037	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell161	PAIRED	22880822;34751374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5960037/SRR5960037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5960037/SRR5960037_2.fastq.gz
PRJNA396019	SAMN07544834	SRS2452850	SRX3117905	SRR5960038	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell162	PAIRED	9657226;14169586	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5960038/SRR5960038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5960038/SRR5960038_2.fastq.gz
PRJNA396019	SAMN07544835	SRS2452847	SRX3117904	SRR5960039	9606	Homo sapiens	Illumina HiSeq 4000	KTN126OPcell163	PAIRED	14878160;21457477	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5960039/SRR5960039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5960039/SRR5960039_2.fastq.gz
