president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,All polls,9/6/2021,5/17/2021,5/20/2021,American Research Group,C+,1100,a,1.1012644,0,57,37,55.507257,38.456495,"","",https://americanresearchgroup.com/economy/,74837,142480,5/21/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/18/2021,5/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,52,46,54.575306,39.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74834,142469,5/21/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/20/2021,5/20/2021,John Zogby Strategies/EMI Research Solutions,B/C,1011,lv,1.2352472,0,59,40,57.430828,40.585415,"","",https://johnzogbystrategies.com/the-zogby-report-real-and-unscripted-episode-69-05-21-21/,74838,142500,5/21/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/19/2021,5/20/2021,Harris Poll,B+,973,rv,.67884971,0,61.5,37,57.096756,37.746765,*,"",https://drive.google.com/file/d/1sfco26GFice4F9rXB58xLSMjM7-w-NqM/view,74844,142515,5/25/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/17/2021,5/23/2021,Morning Consult,B,15000,a,.10178647,0,54,39,52.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74860,142617,5/27/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/19/2021,5/20/2021,Ipsos,B-,1004,a,.67659771,0,56,39,54.827298,40.004755,"","",https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-survey-presidential-approval-tracker-05202021,74831,142458,5/21/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/18/2021,5/24/2021,Quinnipiac University,A-,1316,a,1.904153,0,49,41,51.338216,40.858041,"","",https://poll.qu.edu/poll-release?releaseid=3810,74854,142584,5/26/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/18/2021,5/24/2021,Morning Consult,B,15000,a,.10280406,0,54,39,52.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74861,142618,5/27/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/19/2021,5/23/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,54,43,56.575306,36.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74842,142513,5/24/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/19/2021,5/22/2021,Morning Consult,B,2200,a,.1055455,0,56,38,54.565113,41.400303,"","",https://assets.morningconsult.com/wp-uploads/2021/06/16171008/210591_crosstabs_MC_ENTERTAINMENT_AVOD_STREAMING_Adults_v1_NP.pdf,74962,142820,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/21/2021,5/23/2021,Léger,"",1002,a,.62997849,0,51,38,51.266535,38.328084,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-25th-2021_v2.pdf,74850,142550,5/26/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/20/2021,5/24/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,54,44,56.575306,37.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74848,142548,5/25/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/19/2021,5/25/2021,Morning Consult,B,15000,a,.10452232,0,54,38,52.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74862,142619,5/27/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/20/2021,5/24/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1204,rv,.98036495,0,53,44,52.598587,43.066496,"","",https://navigatorresearch.org/wp-content/uploads/2021/05/Navigator-Toplines-05.25.2021.pdf,74849,142549,5/26/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/20/2021,5/26/2021,Morning Consult,B,15000,a,.10613256,0,54,38,52.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74880,142676,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/21/2021,5/24/2021,Morning Consult,B,2200,a,.10896276,0,54,39,52.565113,42.400303,"","",https://morningconsult.com/2021/06/01/ad-supported-streaming-services/,74871,142651,6/1/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/21/2021,5/24/2021,Morning Consult,B,2200,a,.10896276,0,55,40,53.565113,43.400303,"","",https://assets.morningconsult.com/wp-uploads/2021/05/25072929/210595_crosstabs_POLITICO_Adults_v1_SH.pdf,74845,142516,5/25/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/23/2021,5/25/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,55,43,57.575306,36.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74852,142579,5/26/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/22/2021,5/25/2021,YouGov,B+,1500,a,.87774726,0,52,39,53.487993,39.480212,"","",https://docs.cdn.yougov.com/pxuc7wjg52/econTabReport.pdf,74851,142551,5/26/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/21/2021,5/27/2021,Morning Consult,B,15000,a,.10919096,0,54,38,52.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74881,142677,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/22/2021,5/25/2021,Fox News,A,1003,rv,1.7769871,0,54,42,53.141817,41.241845,"","",https://static.foxnews.com/foxnews.com/content/uploads/2021/05/Fox-News-Poll.pdf,74855,142609,5/26/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/22/2021,5/26/2021,"Cor Services, Inc.","",519,lv,.53899161,0,51,42,53.266381,40.479561,"","",https://excellenceinpolling.com/wp-content/uploads/2021/07/2021-Biden-Approval-Numbers-crosstabs-7-20-21.pdf,75813,144590,8/31/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/24/2021,5/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,53,45,55.575306,38.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74863,142620,5/27/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/24/2021,5/26/2021,YouGov,B+,1588,a,.92571556,0,49,41,50.487993,41.480212,"","",https://docs.cdn.yougov.com/zjdg6ujrzh/20210526_yahoo_vaccine_tabs.pdf,74869,142645,5/28/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/22/2021,5/28/2021,Morning Consult,B,15000,a,.11226789,0,54,38,52.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74882,142678,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/25/2021,5/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,55,43,57.575306,36.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74870,142650,6/1/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/23/2021,5/29/2021,Morning Consult,B,15000,a,.11522254,0,54,38,52.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74883,142679,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/25/2021,5/29/2021,Morning Consult,B,2199,a,.11982559,0,56,37,54.565113,40.400303,"","",https://assets.morningconsult.com/wp-uploads/2021/06/17160824/2105116_crosstabs_MC_TECH_Adults_v3_NP-2.pdf,74967,142833,6/21/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/24/2021,5/30/2021,Morning Consult,B,15000,a,.11676632,0,54,38,52.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74884,142680,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/26/2021,5/28/2021,IBD/TIPP,A+,1305,a,2.4174931,0,53,32,53.287021,36.139091,"","",https://www.investors.com/politics/president-biden-honeymoon-with-voters-rolls-into-june-tying-obama-ibd-tipp/,74875,142656,6/1/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/26/2021,5/27/2021,Ipsos,B-,1005,a,.61719729,0,52,44,50.827298,45.004755,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2027%202021.pdf,74868,142625,5/27/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/26/2021,5/27/2021,Zogby Analytics,B-,868,lv,1.0799866,0,60,37,57.363089,38.116481,"","",https://zogbyanalytics.com/news/1029-the-zogby-poll-summer-of-biden-biden-s-job-approval-remains-unchanged-the-president-may-be-making-new-inroads-with-rural-and-older-voters,75277,143551,7/21/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/25/2021,5/31/2021,Morning Consult,B,15000,a,.11846747,0,54,38,52.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74885,142681,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/26/2021,5/30/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,53,45,55.575306,38.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74873,142654,6/1/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/27/2021,5/31/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,53,45,55.575306,38.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74874,142655,6/1/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/26/2021,6/1/2021,Morning Consult,B,15000,a,.12022514,0,53,38,51.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74886,142682,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/27/2021,6/2/2021,Morning Consult,B,15000,a,.12137596,0,53,38,51.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74905,142727,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/30/2021,6/1/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,51,48,53.575306,41.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74879,142672,6/2/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/29/2021,6/1/2021,YouGov,B+,1500,a,.94237754,0,50,40,51.487993,40.480212,"","",https://docs.cdn.yougov.com/4876sp4niu/econTabReport.pdf,74878,142667,6/2/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/30/2021,6/1/2021,HarrisX,B+,1893,rv,1.2973016,0,61,39,56.596756,39.746765,"","",https://thehill.com/hilltv/what-americas-thinking/556839-poll-biden-approval-holds-steady-at-61-percent,74892,142693,6/4/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/28/2021,6/3/2021,Morning Consult,B,15000,a,.12215159,0,53,38,51.565113,41.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74906,142728,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/31/2021,6/2/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,50,49,52.575306,42.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74888,142684,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/29/2021,6/4/2021,Morning Consult,B,15000,a,.12293738,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74907,142729,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/30/2021,6/5/2021,Morning Consult,B,15000,a,.1227933,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74908,142730,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/1/2021,6/3/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.2072251,0,49,49,51.575306,42.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74891,142692,6/4/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/2/2021,6/3/2021,Ipsos,B-,1005,a,.55703781,0,54,42,52.827298,43.004755,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-06/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2003%202021.pdf,74890,142689,6/3/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,5/31/2021,6/6/2021,Morning Consult,B,15000,a,.1225703,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74909,142731,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/3/2021,6/5/2021,RMG Research,B-,1200,rv,1.3087129,0,55,39,53.678015,40.348565,"","",https://scottrasmussen.com/biden-approval-at-55/,74897,142702,6/8/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/2/2021,6/5/2021,"Cor Services, Inc.","",519,lv,.53899161,0,50,42,52.266381,40.479561,"","",https://excellenceinpolling.com/wp-content/uploads/2021/07/2021-Biden-Approval-Numbers-crosstabs-7-20-21.pdf,75814,144594,8/31/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/2/2021,6/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12450832,0,48,49,50.575306,42.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74893,142697,6/7/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/1/2021,6/7/2021,Morning Consult,B,15000,a,.12149844,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74910,142732,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/4/2021,6/6/2021,Léger,"",1004,a,.630823,0,51,38,51.266535,38.328084,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/06/Legers-North-American-Tracker-June-7th-2021_v3.pdf,74895,142699,6/8/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/3/2021,6/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37180208,0,49,49,51.575306,42.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74896,142701,6/8/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/2/2021,6/8/2021,Morning Consult,B,15000,a,.12041239,0,52,39,50.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74911,142733,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/4/2021,6/7/2021,Morning Consult,B,2200,a,.1224735,0,54,40,52.565113,43.400303,"","",https://assets.morningconsult.com/wp-uploads/2021/06/09074309/210637_crosstabs_MC_HEALTH_LAB_LEAK_Adults-1.pdf,74901,142714,6/9/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/4/2021,6/8/2021,Morning Consult,B,2200,a,.1224735,0,51,41,49.565113,44.400303,"","",https://assets.morningconsult.com/wp-uploads/2021/06/09162650/210631_crosstabs_MC_BRANDS_PRIDE_MONTH_Adults-1.pdf,74912,142734,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/4/2021,6/7/2021,Morning Consult,B,1990,rv,.11078285,0,52,43,50.565113,46.400303,"","",https://assets.morningconsult.com/wp-uploads/2021/06/09050746/210636_crosstabs_POLITICO_RVs_v1_LM.pdf,74894,142698,6/8/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/3/2021,6/9/2021,Morning Consult,B,15000,a,.11929237,0,52,39,50.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74955,142813,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/6/2021,6/8/2021,YouGov,B+,1500,a,.93934132,0,50,40,51.487993,40.480212,"","",https://docs.cdn.yougov.com/y3gecetbxy/econTabReport.pdf,74903,142718,6/9/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/4/2021,6/10/2021,Morning Consult,B,15000,a,.12036314,0,52,39,50.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74956,142814,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/6/2021,6/8/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20646774,0,51,48,53.575306,41.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74902,142717,6/9/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/5/2021,6/11/2021,Morning Consult,B,15000,a,.12101492,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74957,142815,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/7/2021,6/9/2021,HarrisX,B+,1885,rv,1.247002,0,61,39,56.596756,39.746765,"","",https://thehill.com/hilltv/what-americas-thinking/558011-poll-56-percent-approve-of-bidens-handling-of-foreign-affairs,74927,142752,6/11/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/5/2021,6/10/2021,Georgetown University/Battleground,A/B,1000,rv,1.4421897,0,52,45,52.248012,43.927268,"","",https://politics.georgetown.edu/battleground-poll/june-2021/,74949,142784,6/15/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/7/2021,6/9/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20721277,0,52,47,54.575306,40.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74913,142735,6/10/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/7/2021,6/10/2021,The Winston Group,A/B,1000,rv,1.6152162,0,54,38,53.700084,39.696091,"","",https://www.winningtheissues.org/wp-content/uploads/2021/08/Winning-the-Issues-June-2021-National-Survey.pdf,75475,143971,8/6/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/6/2021,6/12/2021,Morning Consult,B,15000,a,.12083155,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74958,142816,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/8/2021,6/10/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20762196,0,49,49,51.575306,42.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74924,142751,6/11/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/7/2021,6/13/2021,Morning Consult,B,15000,a,.12059954,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74959,142817,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/1/2021,6/18/2021,Gallup,B+,1012,a,1.5369563,0,56,42,55.303388,41.353244,"","",https://news.gallup.com/poll/351521/job-approval-biden-steady-congress-down.aspx,74978,142878,6/22/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/9/2021,6/10/2021,Ipsos,B-,1004,a,.36628484,0,55,40,53.827298,41.004755,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,74923,142748,6/11/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/8/2021,6/14/2021,Morning Consult,B,15000,a,.12031888,0,52,39,50.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74960,142818,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/9/2021,6/13/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12475702,0,49,50,51.575306,43.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74929,142760,6/14/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/9/2021,6/14/2021,Monmouth University,A,810,a,1.5323443,0,48,43,48.764454,42.865847,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_061621/,74954,142806,6/16/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/10/2021,6/14/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1001,rv,.89346586,0,52,44,51.598587,43.066496,"","",https://navigatorresearch.org/wp-content/uploads/2021/06/Navigator-Toplines-06.15.2021.pdf,74950,142788,6/16/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/10/2021,6/14/2021,AP-NORC,"",1125,a,1.5075348,0,55,44,51.40846,44.350271,"","",https://apnorc.org/wp-content/uploads/2021/06/Biden-June-topline.pdf,74965,142828,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/11/2021,6/13/2021,Morning Consult,B,1994,rv,.11130637,0,53,44,51.565113,47.400303,"","",https://assets.morningconsult.com/wp-uploads/2021/06/16051615/210691_crosstabs_POLITICO_RVs_v1_LM-1.pdf,74951,142789,6/16/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/10/2021,6/14/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.3727117,0,49,49,51.575306,42.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74948,142783,6/15/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/9/2021,6/15/2021,Morning Consult,B,15000,a,.11961567,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74961,142819,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/10/2021,6/16/2021,Morning Consult,B,15000,a,.1193998,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74985,142908,6/24/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/11/2021,6/15/2021,SurveyMonkey/Momentive,C,2309,a,1.2441443,0,53,42,52.687693,41.762764,"","",https://www.surveymonkey.com/curiosity/axios-capitalism-update/,75001,142948,6/25/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/11/2021,6/15/2021,Climate Nexus,"",1525,rv,.95951539,0,56,39,55.41507,39.658534,"","",https://climatenexus.org/wp-content/uploads/2015/09/Infrastructure-Climate-Change-National-Poll-Toplines-2021.pdf,74996,142929,6/24/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/4/2021,6/23/2021,YouGov,B+,1753,rv,.96273273,0,51,46.7,52.487993,47.180212,"","",https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Topline%20Wave%204.pdf,75349,143713,7/26/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/13/2021,6/15/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20736783,0,50,48,52.575306,41.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74952,142795,6/16/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/11/2021,6/17/2021,Ipsos,B-,4420,a,1.4114554,0,55,41,53.827298,42.004755,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-07/Reuters%20Ipsos%20Large%20Issue%20Poll%20%203%20-%2011%20June%20thru%2017%20June%202021%20Topline%20write-up.pdf,75062,143115,7/8/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/13/2021,6/15/2021,YouGov,B+,1500,a,.82378727,0,48,43,49.487993,43.480212,"","",https://docs.cdn.yougov.com/1oyiu6tamw/econTabReport.pdf,74953,142796,6/16/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/11/2021,6/17/2021,Morning Consult,B,15000,a,.11907148,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74986,142909,6/24/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/12/2021,6/18/2021,Morning Consult,B,15000,a,.11872941,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74987,142910,6/24/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/14/2021,6/16/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20830839,0,50,48,52.575306,41.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74963,142821,6/17/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/13/2021,6/19/2021,Morning Consult,B,15000,a,.11837306,0,53,39,51.565113,42.400303,"",T,https://morningconsult.com/form/global-leader-approval/,74988,142911,6/24/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/15/2021,6/17/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20875916,0,51,48,53.575306,41.697009,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74966,142832,6/18/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/15/2021,6/17/2021,Harris Poll,B+,2006,rv,1.4521634,0,59,34,54.596756,34.746765,"","",https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/791aa6f6-03a6-a154-3130-1b4eb065a3da/HHP_June_21_Preso_FINAL.pdf,75002,142952,6/26/2021,09:56:08  6 Sep 2021
Joseph R. Biden Jr.,All polls,9/6/2021,6/14/2021,6/19/2021,East Carolina University,B/C,1105,a,1.3244153,0,47.9,40.9,49.382722,41.203421,"","",https://surveyresearch-ecu.reportablenews.com/pr/the-past-and-present-of-covid-19-mandates-and-vaccines-divided-republicans-unified-democrats,75014,142985,6/30/2021,09:56:08  6 Sep 2021
